seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,state
NC_000081.7,78588787,78589072,286,*,CBD2vsMODEL2_cond2_592,6.41176,"Intron (XM_036159292.1/Elfn2, intron 1 of 1)",15,78551533,78595002,43470,2,Elfn2,NM_001416409.1,5930,down
NC_000081.7,97684442,97684988,547,*,CBD2vsMODEL2_cond2_593,9.45396,Promoter (2-3kb),15,97682246,97690573,8328,1,Slc48a1,NM_026353.4,2196,down
NC_000081.7,99192978,99193309,332,*,CBD2vsMODEL2_cond2_594,6.24019,Promoter (<=1kb),15,99193006,99214899,21894,1,Prpf40b,XM_006521188.3,0,down
NC_000081.7,100125233,100125543,311,*,CBD2vsMODEL2_cond2_595,4.65821,Promoter (<=1kb),15,100125729,100159129,33401,1,Atf1,NM_007497.4,-186,down
NC_000081.7,101351130,101351447,318,*,CBD2vsMODEL2_cond2_596,3.51406,"Exon (XM_006521258.4/Krt88, exon 6 of 6)",15,101345626,101351790,6165,1,Krt88,NM_025487.3,5504,down
NC_000081.7,102314243,102314708,466,*,CBD2vsMODEL2_cond2_597,4.57526,Promoter (<=1kb),15,102314751,102344839,30089,1,Sp1,NM_013672.2,-43,down
NC_000081.7,102314905,102315378,474,*,CBD2vsMODEL2_cond2_598,6.2625,Promoter (<=1kb),15,102314751,102344839,30089,1,Sp1,NM_013672.2,154,down
NC_000082.7,4461965,4462267,303,*,CBD2vsMODEL2_cond2_599,7.11918,"Intron (NM_139307.3/Vasn, intron 1 of 1)",16,4457809,4469030,11222,1,Vasn,NM_139307.3,4156,down
NC_000082.7,4983858,4984461,604,*,CBD2vsMODEL2_cond2_600,14.5174,"Intron (XR_001781850.3/Sec14l5, intron 3 of 15)",16,4964840,5005135,40296,1,Sec14l5,NM_001417651.1,19018,down
NC_000082.7,8647677,8648002,326,*,CBD2vsMODEL2_cond2_601,5.16358,Promoter (<=1kb),16,8647964,8676788,28825,1,Hapstr1,NM_001081400.3,0,down
NC_000082.7,14170630,14170899,270,*,CBD2vsMODEL2_cond2_602,15.7911,Distal Intergenic,16,14179317,14276972,97656,1,Abcc1,XM_017316888.2,-8418,down
NC_000082.7,15801955,15802246,292,*,CBD2vsMODEL2_cond2_603,12.162,"Intron (XM_017316946.3/Spidr, intron 8 of 19)",16,15705150,15707409,2260,1,Cebpd,NM_007679.4,96805,down
NC_000082.7,17625183,17625529,347,*,CBD2vsMODEL2_cond2_604,6.14719,3' UTR,16,17616211,17626158,9948,1,Scarf2,XM_036159885.1,8972,down
NC_000082.7,17765323,17765637,315,*,CBD2vsMODEL2_cond2_605,18.3844,Distal Intergenic,16,17753974,17762153,8180,1,Gm41427,XR_875938.1,11349,down
NC_000082.7,24002028,24002302,275,*,CBD2vsMODEL2_cond2_606,17.1592,Distal Intergenic,16,24004807,24012711,7905,2,Gm31814,XR_875983.3,10409,down
NC_000082.7,24057051,24057446,396,*,CBD2vsMODEL2_cond2_607,8.32782,"Intron (XR_384780.4/Gm31814, intron 1 of 7)",16,24004807,24074397,69591,2,Gm31814,XR_384780.4,16951,down
NC_000082.7,55795128,55795445,318,*,CBD2vsMODEL2_cond2_608,3.91591,Promoter (<=1kb),16,55793631,55794980,1350,2,Zbtb11os1,NR_027965.1,-148,down
NC_000082.7,64671776,64672037,262,*,CBD2vsMODEL2_cond2_609,3.98979,Promoter (<=1kb),16,64600710,64672086,71377,2,Zfp654,NM_001347245.1,49,down
NC_000082.7,70110346,70110915,570,*,CBD2vsMODEL2_cond2_610,5.44444,Promoter (<=1kb),16,70110837,70366608,255772,1,Gbe1,NM_028803.4,0,down
NC_000082.7,91151735,91152034,300,*,CBD2vsMODEL2_cond2_611,3.73967,Distal Intergenic,16,91146520,91146672,153,2,Gm24695,NA,-5063,down
NC_000082.7,92405210,92405742,533,*,CBD2vsMODEL2_cond2_612,10.6982,"Intron (NM_001111023.2/Runx1, intron 5 of 5)",16,92380297,92393036,12740,2,Gm30224,NR_168718.1,-12174,down
NC_000082.7,92406282,92406599,318,*,CBD2vsMODEL2_cond2_613,7.96381,"Intron (NM_001111023.2/Runx1, intron 5 of 5)",16,92380297,92393036,12740,2,Gm30224,NR_168718.1,-13246,down
NC_000082.7,92417492,92418184,693,*,CBD2vsMODEL2_cond2_614,14.6785,"Intron (NM_001111023.2/Runx1, intron 4 of 5)",16,92380297,92393036,12740,2,Gm30224,NR_168718.1,-24456,down
NC_000082.7,93479095,93479638,544,*,CBD2vsMODEL2_cond2_615,12.026,Promoter (<=1kb),16,93480107,93487879,7773,1,Cbr3,NM_173047.3,-469,down
NC_000082.7,93508125,93509022,898,*,CBD2vsMODEL2_cond2_616,8.35363,Promoter (<=1kb),16,93508795,93537166,28372,1,Dop1b,NM_026700.2,0,down
NC_000082.7,94171390,94171695,306,*,CBD2vsMODEL2_cond2_617,5.26128,Promoter (<=1kb),16,94165311,94171409,6099,2,Pigp,NM_001159618.1,0,down
NC_000082.7,95542277,95542735,459,*,CBD2vsMODEL2_cond2_618,8.11236,Distal Intergenic,16,95555490,95555945,456,1,Gm6599,NA,-12755,down
NC_000082.7,95542806,95543078,273,*,CBD2vsMODEL2_cond2_619,5.33168,Distal Intergenic,16,95555490,95555945,456,1,Gm6599,NA,-12412,down
NC_000082.7,95615796,95616070,275,*,CBD2vsMODEL2_cond2_620,4.96447,Distal Intergenic,16,95565429,95603544,38116,2,Gm32130,XR_876302.2,-12252,down
NC_000082.7,96209309,96209576,268,*,CBD2vsMODEL2_cond2_621,4.89015,"Intron (XM_011246151.4/Igsf5, intron 9 of 9)",16,96223498,96244814,21317,2,Itgb2l,NM_008405.3,35238,down
NC_000083.7,6696806,6697477,672,*,CBD2vsMODEL2_cond2_622,8.25202,Promoter (<=1kb),17,6697511,6703695,6185,1,Dynlt1b,NM_009342.2,-34,down
NC_000083.7,7200065,7200802,738,*,CBD2vsMODEL2_cond2_623,6.61119,"Intron (NM_001083945.1/Rsph3b, intron 2 of 7)",17,7172115,7215755,43641,2,Rsph3b,NM_001083945.1,14953,down
NC_000083.7,7201397,7203243,1847,*,CBD2vsMODEL2_cond2_624,7.37625,"Intron (NM_001083945.1/Rsph3b, intron 2 of 7)",17,7172115,7215755,43641,2,Rsph3b,NM_001083945.1,12512,down
NC_000083.7,7203569,7205104,1536,*,CBD2vsMODEL2_cond2_625,10.4923,"Intron (NM_001083945.1/Rsph3b, intron 2 of 7)",17,7172115,7215755,43641,2,Rsph3b,NM_001083945.1,10651,down
NC_000083.7,8174917,8176093,1177,*,CBD2vsMODEL2_cond2_626,12.6746,"Intron (NM_025789.5/Rsph3a, intron 2 of 7)",17,8099935,8165258,65324,2,Gm1604a,NR_168939.1,-9659,down
NC_000083.7,11546799,11548158,1360,*,CBD2vsMODEL2_cond2_627,5.11772,"Intron (XM_030249894.2/Prkn, intron 4 of 6)",17,11520069,12282257,762189,1,Prkn,XM_017317573.2,26730,down
NC_000083.7,12494657,12494954,298,*,CBD2vsMODEL2_cond2_628,4.20169,"Intron (XM_036160622.1/Map3k4, intron 2 of 26)",17,12485177,12490290,5114,1,Gm46605,XR_004939667.1,9480,down
NC_000083.7,13525689,13526029,341,*,CBD2vsMODEL2_cond2_629,5.46115,"Intron (XR_385245.5/Gm36684, intron 1 of 1)",17,13540183,13548124,7942,2,Gm36589,XR_876419.3,22095,down
NC_000083.7,13660715,13661017,303,*,CBD2vsMODEL2_cond2_630,8.57813,Distal Intergenic,17,13652295,13652401,107,2,Rnu6,NR_003027.2,-8314,down
NC_000083.7,13771294,13771572,279,*,CBD2vsMODEL2_cond2_631,4.55249,Promoter (2-3kb),17,13707283,13774356,67074,2,2700054A10Rik,NR_045436.2,2784,down
NC_000083.7,23412303,23412628,326,*,CBD2vsMODEL2_cond2_632,16.491,Promoter (<=1kb),17,23392843,23412226,19384,2,Zfp40,NM_009555.3,-77,down
NC_000083.7,24896695,24896957,263,*,CBD2vsMODEL2_cond2_633,4.93451,Promoter (<=1kb),17,24896067,24900990,4924,1,Zfp598,XM_006524000.1,628,down
NC_000083.7,27774571,27774917,347,*,CBD2vsMODEL2_cond2_634,6.8383,Promoter (<=1kb),17,27774798,27782649,7852,1,Hmga1,NM_001412718.1,0,down
NC_000083.7,27780650,27781313,664,*,CBD2vsMODEL2_cond2_635,5.69826,Promoter (2-3kb),17,27782743,27783641,899,2,Smim29,XM_030249422.2,2328,down
NC_000083.7,28455415,28455789,375,*,CBD2vsMODEL2_cond2_636,5.68472,"Intron (NM_001411509.1/Ppard, intron 1 of 7)",17,28451728,28520443,68716,1,Ppard,NM_001411522.1,3687,down
NC_000083.7,28499382,28499693,312,*,CBD2vsMODEL2_cond2_637,4.15968,Promoter (<=1kb),17,28499262,28520443,21182,1,Ppard,NM_001411510.1,120,down
NC_000083.7,32725120,32725408,289,*,CBD2vsMODEL2_cond2_638,4.17326,Promoter (<=1kb),17,32725404,32748688,23285,1,Cyp4f17,XM_011246339.2,0,down
NC_000083.7,34340019,34340395,377,*,CBD2vsMODEL2_cond2_639,5.07985,Promoter (<=1kb),17,34330997,34339995,8999,2,Brd2,XM_036160321.1,-24,down
NC_000083.7,34822745,34823028,284,*,CBD2vsMODEL2_cond2_640,4.18657,Promoter (<=1kb),17,34823164,34832392,9229,1,Agpat1,NM_001414236.1,-136,down
NC_000083.7,35520871,35521135,265,*,CBD2vsMODEL2_cond2_641,3.92346,Distal Intergenic,17,35539503,35544077,4575,1,H2-Q1,XM_006523688.5,-18368,down
NC_000083.7,47375982,47376519,538,*,CBD2vsMODEL2_cond2_642,13.4029,Distal Intergenic,17,47393793,47395604,1812,2,Gm54009,XM_036160900.1,19085,down
NC_000083.7,48662993,48663327,335,*,CBD2vsMODEL2_cond2_643,6.32542,Distal Intergenic,17,48666944,48674204,7261,1,Treml1,NM_001289451.1,-3617,down
NC_000083.7,56573127,56573408,282,*,CBD2vsMODEL2_cond2_644,5.08798,Distal Intergenic,17,56563793,56570608,6816,1,Fem1a,NM_010192.4,9334,down
NC_000083.7,57463183,57463938,756,*,CBD2vsMODEL2_cond2_645,5.18536,"Intron (XR_004939745.1/Gm33566, intron 1 of 6)",17,57452997,57456777,3781,2,Cd70,NM_011617.2,-6406,down
NC_000083.7,64908038,64908431,394,*,CBD2vsMODEL2_cond2_646,4.51434,Promoter (<=1kb),17,64908644,65062105,153462,1,Man2a1,NM_008549.2,-213,down
NC_000083.7,65955195,65955499,305,*,CBD2vsMODEL2_cond2_647,5.31423,Promoter (<=1kb),17,65944502,65955871,11370,2,Txndc2,XM_011246354.4,372,down
NC_000083.7,71054760,71055065,306,*,CBD2vsMODEL2_cond2_648,5.5044,"Intron (NM_001347411.1/Dlgap1, intron 9 of 14)",17,70969763,71024902,55140,2,Gm36746,XR_003952404.2,-29858,down
NC_000083.7,84419318,84419949,632,*,CBD2vsMODEL2_cond2_649,10.462,Distal Intergenic,17,84340172,84391055,50884,2,Gm35551,XR_001782271.3,-28263,down
NC_000083.7,84770785,84771324,540,*,CBD2vsMODEL2_cond2_650,4.94481,Promoter (2-3kb),17,84497484,84773636,276153,2,Thada,NM_183021.3,2312,down
NC_000083.7,87516651,87517086,436,*,CBD2vsMODEL2_cond2_651,5.03831,Promoter (2-3kb),17,87513376,87514405,1030,2,Gm41647,XR_877092.2,-2246,down
NC_000083.7,88717067,88717366,300,*,CBD2vsMODEL2_cond2_652,4.19762,Distal Intergenic,17,88700254,88700360,107,2,Gm23947,XR_004939791.1,-16707,down
NC_000084.7,3116953,3117215,263,*,CBD2vsMODEL2_cond2_653,6.00186,Distal Intergenic,18,3122492,3123412,921,2,Vmn1r238,NM_001167539.1,6197,down
NC_000084.7,4266317,4266595,279,*,CBD2vsMODEL2_cond2_654,12.0025,Distal Intergenic,18,4244121,4250779,6659,2,Gm41657,XR_877152.1,-15538,down
NC_000084.7,4291881,4292214,334,*,CBD2vsMODEL2_cond2_655,12.538,Distal Intergenic,18,4244121,4250779,6659,2,Gm41657,XR_877152.1,-41102,down
NC_000084.7,5510194,5510532,339,*,CBD2vsMODEL2_cond2_656,8.39964,"Intron (NR_033552.1/Gm10125, intron 6 of 6)",18,5570548,5575055,4508,1,Gm52340,XR_003952606.2,-60016,down
NC_000084.7,10934804,10935172,369,*,CBD2vsMODEL2_cond2_657,4.36391,"Intron (XR_386047.4/Gm35814, intron 2 of 3)",18,10915787,10997808,82022,1,Gm35814,XR_003952550.1,19017,down
NC_000084.7,12585397,12585907,511,*,CBD2vsMODEL2_cond2_658,4.44084,"Intron (XM_006525691.5/Lama3, intron 18 of 39)",18,12610776,12716066,105291,1,Lama3,XM_006525687.5,-24869,down
NC_000084.7,13080396,13080662,267,*,CBD2vsMODEL2_cond2_659,4.40381,Distal Intergenic,18,12890719,13074933,184215,2,Osbpl1a,XR_004939876.1,-5463,down
NC_000084.7,13106300,13106979,680,*,CBD2vsMODEL2_cond2_660,7.3665,Promoter (<=1kb),18,13107517,13126007,18491,1,Impact,NM_001357396.1,-538,down
NC_000084.7,15046694,15046983,290,*,CBD2vsMODEL2_cond2_661,4.10142,Distal Intergenic,18,15027149,15032421,5273,2,4930543D07Rik,XR_877197.3,-14273,down
NC_000084.7,21135074,21135339,266,*,CBD2vsMODEL2_cond2_662,4.6158,Promoter (<=1kb),18,21135014,21161281,26268,1,Rnf138,NM_207623.2,60,down
NC_000084.7,21432705,21433150,446,*,CBD2vsMODEL2_cond2_663,4.55238,Promoter (<=1kb),18,21260399,21433196,172798,2,Garem1,NM_001033445.2,46,down
NC_000084.7,21433230,21433608,379,*,CBD2vsMODEL2_cond2_664,4.45287,Promoter (<=1kb),18,21260399,21433196,172798,2,Garem1,NM_001033445.2,-34,down
NC_000084.7,25681313,25681870,558,*,CBD2vsMODEL2_cond2_665,4.40054,"Intron (NM_001362337.1/Celf4, intron 2 of 12)",18,25715664,25736876,21213,1,Gm3227,XR_003952587.2,-33794,down
NC_000084.7,36625950,36626407,458,*,CBD2vsMODEL2_cond2_666,9.81723,Distal Intergenic,18,36648246,36651036,2791,1,Gm41698,XR_877319.2,-21839,down
NC_000084.7,38068181,38068460,280,*,CBD2vsMODEL2_cond2_667,4.06834,Promoter (<=1kb),18,37976654,38068529,91876,2,Diaph1,NM_001305980.2,69,down
NC_000084.7,38088632,38088959,328,*,CBD2vsMODEL2_cond2_668,6.98561,Promoter (<=1kb),18,38088612,38092232,3621,1,Rell2,NM_153793.2,20,down
NC_000084.7,38517763,38518145,383,*,CBD2vsMODEL2_cond2_669,5.59644,Distal Intergenic,18,38493841,38500918,7078,2,Gm41703,XR_877331.3,-16845,down
NC_000084.7,40062825,40063410,586,*,CBD2vsMODEL2_cond2_670,15.7886,Promoter (<=1kb),18,40038916,40062503,23588,2,Gm41708,XR_877348.3,-322,down
NC_000084.7,43493143,43493441,299,*,CBD2vsMODEL2_cond2_671,10.4869,"Intron (NM_001136086.2/Dpysl3, intron 3 of 13)",18,43454044,43506337,52294,2,Dpysl3,NM_001136086.2,12896,down
NC_000084.7,54307843,54308169,327,*,CBD2vsMODEL2_cond2_672,6.83609,Distal Intergenic,18,54342886,54353436,10551,2,Gm41729,XR_877410.3,45267,down
NC_000084.7,55051162,55051421,260,*,CBD2vsMODEL2_cond2_673,5.91472,"Exon (XR_004939961.1/Gm54030, exon 2 of 2)",18,55039972,55061689,21718,1,Gm54030,XR_004939961.1,11190,down
NC_000084.7,60742487,60743063,577,*,CBD2vsMODEL2_cond2_674,12.8384,Promoter (<=1kb),18,60733278,60743176,9899,2,Synpo,NM_001109975.1,113,down
NC_000084.7,64649101,64649533,433,*,CBD2vsMODEL2_cond2_675,6.37467,Promoter (<=1kb),18,64632726,64649586,16861,2,Nars,NM_001142950.2,53,down
NC_000084.7,74911787,74912152,366,*,CBD2vsMODEL2_cond2_676,3.98333,Promoter (<=1kb),18,74910961,74912167,1207,2,Gm41774,XR_877549.3,15,down
NC_000084.7,75943682,75944055,374,*,CBD2vsMODEL2_cond2_677,4.59586,Distal Intergenic,18,75949714,75952852,3139,2,Gm33703,XR_003952668.2,8797,down
NC_000084.7,78644203,78644469,267,*,CBD2vsMODEL2_cond2_678,5.05754,Distal Intergenic,18,78226456,78640165,413710,2,Slc14a2,NM_030683.3,-4038,down
NC_000084.7,81295571,81296290,720,*,CBD2vsMODEL2_cond2_679,15.7112,Distal Intergenic,18,81307889,81373343,65455,1,Gm30192,XR_386392.1,-11599,down
NC_000084.7,82205349,82205728,380,*,CBD2vsMODEL2_cond2_680,3.8655,Distal Intergenic,18,82035225,82035295,71,2,Mir5127,NR_039589.1,-170054,down
NC_000085.7,3699031,3699570,540,*,CBD2vsMODEL2_cond2_681,4.94205,"Exon (NM_008513.3/Lrp5, exon 4 of 23)",19,3634825,3736564,101740,2,Lrp5,NM_008513.3,36994,down
NC_000085.7,4095651,4096332,682,*,CBD2vsMODEL2_cond2_682,8.47963,Distal Intergenic,19,4090288,4092221,1934,2,Gstp2,NM_181796.2,-3430,down
NC_000085.7,4263648,4264537,890,*,CBD2vsMODEL2_cond2_683,8.43264,Promoter (<=1kb),19,4264479,4273548,9070,1,Clcf1,NM_001310038.3,0,down
NC_000085.7,5395572,5396116,545,*,CBD2vsMODEL2_cond2_684,8.94049,3' UTR,19,5394733,5399602,4870,2,Cst6,NM_028623.5,3486,down
NC_000085.7,5498607,5499060,454,*,CBD2vsMODEL2_cond2_685,6.27654,Promoter (<=1kb),19,5497726,5505966,8241,1,Fosl1,NM_010235.2,881,down
NC_000085.7,5560258,5560519,262,*,CBD2vsMODEL2_cond2_686,3.39726,Promoter (<=1kb),19,5545302,5560545,15244,2,Snx32,NM_001024560.3,26,down
NC_000085.7,5891766,5892036,271,*,CBD2vsMODEL2_cond2_687,9.88126,"Exon (NR_131212.1/Neat1, exon 1 of 1)",19,5874736,5895506,20771,2,Neat1,NR_131212.1,3470,down
NC_000085.7,5898239,5898832,594,*,CBD2vsMODEL2_cond2_688,4.26587,Promoter (2-3kb),19,5895978,5901400,5423,1,Frmd8os,XR_004940242.1,2261,down
NC_000085.7,6595840,6596502,663,*,CBD2vsMODEL2_cond2_689,4.98813,Promoter (2-3kb),19,6585884,6593100,7217,2,Slc22a12,NM_009203.3,-2740,down
NC_000085.7,6957280,6957562,283,*,CBD2vsMODEL2_cond2_690,4.95072,Promoter (<=1kb),19,6955105,6957454,2350,2,Fkbp2,NM_001360286.1,0,down
NC_000085.7,8960168,8960853,686,*,CBD2vsMODEL2_cond2_691,6.79034,Distal Intergenic,19,8966640,8996560,29921,1,Ahnak,XM_006527256.5,-5787,down
NC_000085.7,21055218,21055825,608,*,CBD2vsMODEL2_cond2_692,3.98248,Distal Intergenic,19,21082074,21082902,829,1,4930554I06Rik,NR_126458.1,-26249,down
NC_000085.7,23112537,23112808,272,*,CBD2vsMODEL2_cond2_693,6.63872,Promoter (<=1kb),19,23111859,23114475,2617,1,2410080I02Rik,XR_386610.4,678,down
NC_000085.7,25314244,25314659,416,*,CBD2vsMODEL2_cond2_694,7.02736,"Intron (NM_001404570.1/Kank1, intron 3 of 13)",19,25323773,25324585,813,2,Gm34432,NA,9926,down
NC_000085.7,25348458,25348960,503,*,CBD2vsMODEL2_cond2_695,5.31015,"Intron (NM_001404570.1/Kank1, intron 3 of 13)",19,25340281,25411861,71581,1,Kank1,XM_036161391.1,8177,down
NC_000085.7,25349054,25349491,438,*,CBD2vsMODEL2_cond2_696,3.83104,"Intron (NM_001404570.1/Kank1, intron 3 of 13)",19,25340281,25411861,71581,1,Kank1,XM_036161391.1,8773,down
NC_000085.7,28655526,28656004,479,*,CBD2vsMODEL2_cond2_697,4.67678,Promoter (<=1kb),19,28655624,28697427,41804,1,D930032P07Rik,NR_045330.1,0,down
NC_000085.7,36612373,36612688,316,*,CBD2vsMODEL2_cond2_698,10.8061,"Intron (NR_033510.1/Hectd2os, intron 3 of 4)",19,36565580,36598392,32813,1,Hectd2,XM_017318159.3,46793,down
NC_000085.7,41443423,41443896,474,*,CBD2vsMODEL2_cond2_699,9.25974,Distal Intergenic,19,41431821,41433521,1701,2,Gm33951,XR_386711.2,-9902,down
NC_000085.7,53409588,53409927,340,*,CBD2vsMODEL2_cond2_700,4.88923,Distal Intergenic,19,53367823,53379122,11300,2,Smndc1,XM_006527442.5,-30466,down
NC_000085.7,56103845,56104129,285,*,CBD2vsMODEL2_cond2_701,9.84843,Distal Intergenic,19,56069932,56096283,26352,2,Gm52387,XR_003952892.2,-7562,down
NC_000085.7,56814602,56814967,366,*,CBD2vsMODEL2_cond2_702,9.60178,Promoter (<=1kb),19,56814603,56858444,43842,1,Tdrd1,XM_006527473.1,0,down
NC_000085.7,58967167,58967460,294,*,CBD2vsMODEL2_cond2_703,4.52708,"Intron (NM_001114312.1/Shtn1, intron 16 of 16)",19,58943556,58959853,16298,1,Eno4,XM_030250922.1,23611,down
NC_000085.7,61213816,61214428,613,*,CBD2vsMODEL2_cond2_704,5.20409,Promoter (2-3kb),19,61212840,61216856,4017,2,Csf2ra,NM_009970.2,2428,down
NC_000085.7,61214542,61215010,469,*,CBD2vsMODEL2_cond2_705,4.41987,Promoter (1-2kb),19,61212840,61216856,4017,2,Csf2ra,NM_009970.2,1846,down
NC_000085.7,61215818,61216334,517,*,CBD2vsMODEL2_cond2_706,8.62468,Promoter (<=1kb),19,61212840,61216856,4017,2,Csf2ra,NM_009970.2,522,down
NC_000086.8,6085500,6085849,350,*,CBD2vsMODEL2_cond2_707,10.8865,Promoter (<=1kb),20,6080750,6085321,4572,2,Nudt10,XM_006527546.4,-179,down
NC_000086.8,14436968,14437279,312,*,CBD2vsMODEL2_cond2_708,4.08386,Distal Intergenic,20,14568855,14568926,72,2,n-TPtgg3,NA,131647,down
NC_000086.8,47297373,47297735,363,*,CBD2vsMODEL2_cond2_709,3.48288,Promoter (<=1kb),20,47260848,47297579,36732,2,Zdhhc9,NM_172465.4,0,down
NC_000086.8,69791764,69792089,326,*,CBD2vsMODEL2_cond2_710,8.51979,Distal Intergenic,20,69814397,69815324,928,1,Gm8410,NA,-22308,down
NC_000086.8,73468047,73468874,828,*,CBD2vsMODEL2_cond2_711,5.80099,Promoter (<=1kb),20,73468204,73498013,29810,1,Ikbkg,XM_006527847.5,0,down
NC_000086.8,99669585,99669952,368,*,CBD2vsMODEL2_cond2_712,12.1409,Promoter (<=1kb),20,99669693,99770878,101186,1,Kif4,NM_008446.3,0,down
NC_000086.8,115998519,115998840,322,*,CBD2vsMODEL2_cond2_713,4.27523,Distal Intergenic,20,115924454,115924801,348,1,H2ab1,NM_001102665.1,74065,down
NC_000086.8,117110267,117110545,279,*,CBD2vsMODEL2_cond2_714,17.6936,Distal Intergenic,20,117336924,117337955,1032,1,Tgif2lx2,NM_001142750.1,-226379,down
NC_000086.8,151125602,151125881,280,*,CBD2vsMODEL2_cond2_715,3.87006,Promoter (<=1kb),20,151119847,151125480,5634,2,Tspyl2,NM_029836.4,-122,down
NC_000086.8,168856113,168856497,385,*,CBD2vsMODEL2_cond2_716,4.19978,3' UTR,20,168793522,168801793,8272,1,Erdr1x,NR_137282.1,62591,down
NC_000086.8,168910367,168910783,417,*,CBD2vsMODEL2_cond2_717,6.87842,"Exon (NM_009293.1/Sts, exon 6 of 11)",20,168856332,169015037,158706,2,Sts,NM_009293.1,104254,down
NC_000086.8,169015679,169016083,405,*,CBD2vsMODEL2_cond2_718,5.72785,Promoter (<=1kb),20,168856332,169015037,158706,2,Sts,NM_009293.1,-642,down
NC_000086.8,169071366,169072222,857,*,CBD2vsMODEL2_cond2_719,12.3501,"Intron (XM_036162148.1/Nlgn4l, intron 5 of 6)",20,169066273,169085755,19483,2,Nlgn4l,XM_036162150.1,13533,down
NC_000086.8,169073092,169073377,286,*,CBD2vsMODEL2_cond2_720,4.36001,"Exon (XM_036162148.1/Nlgn4l, exon 4 of 7)",20,169066273,169085755,19483,2,Nlgn4l,XM_036162150.1,12378,down
NC_000086.8,169092197,169094935,2739,*,CBD2vsMODEL2_cond2_721,11.3711,"Exon (XM_036162156.1/2510022D24Rik, exon 2 of 7)",20,169066273,169089058,22786,2,Nlgn4l,XM_036162149.1,-3139,down
NC_000086.8,169096952,169098143,1192,*,CBD2vsMODEL2_cond2_722,17.483,Promoter (<=1kb),20,169098201,169105547,7347,1,Akap17a,NM_001418372.1,-58,down
NC_000086.8,169098526,169099557,1032,*,CBD2vsMODEL2_cond2_723,12.7738,Promoter (<=1kb),20,169090871,169098529,7659,2,2510022D24Rik,XM_036162156.1,0,down
NC_000086.8,169100665,169101675,1011,*,CBD2vsMODEL2_cond2_724,7.97011,Promoter (2-3kb),20,169090871,169098529,7659,2,2510022D24Rik,XM_036162156.1,-2136,down
NC_000086.8,169101847,169102219,373,*,CBD2vsMODEL2_cond2_725,4.59968,3' UTR,20,169090871,169098529,7659,2,2510022D24Rik,XM_036162156.1,-3318,down
NC_000086.8,169103637,169104258,622,*,CBD2vsMODEL2_cond2_726,5.65772,Promoter (2-3kb),20,169106379,169111787,5409,1,Asmt,NM_001308488.2,-2121,down
NC_000086.8,169108077,169108873,797,*,CBD2vsMODEL2_cond2_727,9.0611,Promoter (1-2kb),20,169106379,169111787,5409,1,Asmt,NM_001308488.2,1698,down
NC_000086.8,169109130,169109627,498,*,CBD2vsMODEL2_cond2_728,4.16854,Promoter (2-3kb),20,169106379,169111787,5409,1,Asmt,NM_001308488.2,2751,down
NC_000086.8,169288873,169289148,276,*,CBD2vsMODEL2_cond2_729,5.68614,Distal Intergenic,20,169106379,169111787,5409,1,Asmt,NM_001308488.2,182494,down
NC_000087.8,12544735,12545011,277,*,CBD2vsMODEL2_cond2_730,16.0151,Distal Intergenic,21,12688110,12690067,1958,1,Gm21379,NM_001293057.1,-143099,down
NC_005089.1,1729,2256,528,*,CBD2vsMODEL2_cond2_731,7.04577,Promoter (<=1kb),22,2676,2750,75,1,TrnL1,NA,-420,down
NC_005089.1,12464,12741,278,*,CBD2vsMODEL2_cond2_732,6.04152,Promoter (<=1kb),22,11742,13565,1824,1,ND5,NA,722,down
NC_005089.1,14347,15022,676,*,CBD2vsMODEL2_cond2_733,17.8657,Promoter (<=1kb),22,14145,15288,1144,1,CYTB,NA,202,down
NC_005089.1,15394,16167,774,*,CBD2vsMODEL2_cond2_734,71.8296,Promoter (<=1kb),22,15356,15422,67,2,TrnP,NA,0,down
NT_166281.1,147375,147644,270,*,CBD2vsMODEL2_cond2_735,17.3683,"Intron (NR_131981.1/LOC100041034, intron 10 of 11)",26,152643,196905,44263,1,LOC100041057,XM_006535865.3,-4999,down
NT_166456.1,27214,27485,272,*,CBD2vsMODEL2_cond2_736,17.2391,Distal Intergenic,32,12041,14096,2056,2,LOC102639428,XR_390023.4,-13118,down
NT_187055.1,18,802,785,*,CBD2vsMODEL2_cond2_737,4.6241,Promoter (<=1kb),37,48,1475,1428,2,Cd99,NM_025584.2,673,down
NT_187055.1,997,1289,293,*,CBD2vsMODEL2_cond2_738,5.34449,Promoter (<=1kb),37,48,1475,1428,2,Cd99,NM_025584.2,186,down
NT_187059.1,454140,454505,366,*,CBD2vsMODEL2_cond2_739,11.8385,Distal Intergenic,41,468921,480774,11854,1,Gm16367,NM_001031622.2,-14416,down
NT_187064.1,53754,54182,429,*,CBD2vsMODEL2_cond2_740,3.89093,"Exon (NR_003518.3/Pisd-ps3, exon 7 of 7)",43,52674,59689,7016,2,Pisd-ps3,NR_003518.3,5507,down
NT_187064.1,54606,55129,524,*,CBD2vsMODEL2_cond2_741,4.88598,"Exon (NR_003518.3/Pisd-ps3, exon 5 of 7)",43,52674,59689,7016,2,Pisd-ps3,NR_003518.3,4560,down
